Latitude,Longitude,Speed
40.228141,29.009019,23.91
40.22808,29.009019,23.15
40.22808,29.009019,23.15
40.228027,29.009017,22.39
40.228027,29.009017,22.39
40.22797,29.009017,21.32
40.22797,29.009017,21.32
40.227924,29.009021,17.13
40.227924,29.009021,17.13
40.22789,29.009027,12.89
40.22789,29.009027,12.89
40.227855,29.009038,14.28
40.227855,29.009038,14.28
40.227832,29.009065,13.13
40.227832,29.009065,13.13
40.227817,29.009096,10.46
40.227817,29.009096,10.46
40.227809,29.009126,9.93
40.227809,29.009126,9.93
40.227809,29.009164,11.41
40.227809,29.009164,11.41
40.227825,29.009193,11.11
40.227825,29.009193,11.11
40.227851,29.00922,13.13
40.227851,29.00922,13.13
40.22789,29.009235,15.96
40.22789,29.009235,15.96
40.227935,29.009239,18.35
40.227985,29.009237,19.63
40.227985,29.009237,19.63
40.228046,29.009229,25.06
40.228046,29.009229,25.06
40.228111,29.009227,25.43
40.228111,29.009227,25.43
40.228179,29.009223,27.58
40.228256,29.009225,30.61
40.228256,29.009225,30.61
40.228336,29.009229,33.04
40.228336,29.009229,33.04
40.22842,29.009231,34.11
40.22842,29.009231,34.11
40.228511,29.009235,36.6
40.228511,29.009235,36.6
40.22861,29.009237,38.73
40.228713,29.009239,40.93
40.228713,29.009239,40.93
40.228816,29.009241,41.02
40.228919,29.009241,39.69
40.228919,29.009241,39.69
40.229019,29.009243,40.48
40.229125,29.009244,40.67
40.229228,29.009246,40.23
40.229331,29.009248,40.54
40.229331,29.009248,40.54
40.229434,29.009252,40.76
40.229434,29.009252,40.76
40.229537,29.009252,40.86
40.229537,29.009252,40.86
40.229637,29.009254,40.06
40.229637,29.009254,40.06
40.229736,29.009254,38.85
40.229736,29.009254,38.85
40.229835,29.009256,39.56
40.229934,29.009258,39.02
40.23003,29.00926,38.35
40.23003,29.00926,38.35
40.230125,29.009262,37.45
40.230125,29.009262,37.45
40.23022,29.009263,36.67
40.23022,29.009263,36.67
40.230308,29.009265,35.98
40.230308,29.009265,35.98
40.2304,29.009267,35.34
40.2304,29.009267,35.34
40.230484,29.009271,34.1
40.230484,29.009271,34.1
40.230567,29.009273,32.26
40.230648,29.009279,30.32
40.230648,29.009279,30.32
40.230716,29.009284,27.97
40.230716,29.009284,27.97
40.230785,29.009292,25.78
40.230785,29.009292,25.78
40.230846,29.009302,23.3
40.230846,29.009302,23.3
40.230899,29.009307,20.61
40.230899,29.009307,20.61
40.230949,29.009305,19.26
40.230949,29.009305,19.26
40.230995,29.009296,17.91
40.230995,29.009296,17.91
40.231033,29.009267,17.46
40.231033,29.009267,17.46
40.23106,29.009229,15.8
40.23106,29.009229,15.8
40.231067,29.009187,12.89
40.231067,29.009187,12.89
40.231067,29.009145,12.89
40.23106,29.009098,15.46
40.23106,29.009098,15.46
40.23104,29.009057,14.76
40.23104,29.009057,14.76
40.231002,29.009031,18.41
40.231002,29.009031,18.41
40.230949,29.009017,21.37
40.230949,29.009017,21.37
40.230892,29.00901,24.63
40.230892,29.00901,24.63
40.230827,29.00901,27.02
40.230827,29.00901,27.02
40.230751,29.00901,32.19
40.230751,29.00901,32.19
40.230663,29.009006,36.5
40.230663,29.009006,36.5
40.230571,29.009006,37.82
40.230571,29.009006,37.82
40.230476,29.009008,39.34
40.230373,29.00901,41.3
40.230373,29.00901,41.3
40.230266,29.009012,42.91
40.230159,29.009012,44.43
40.230159,29.009012,44.43
40.230045,29.009012,45.3
40.230045,29.009012,45.3
40.22993,29.009012,45.36
40.229816,29.009016,46.21
40.229816,29.009016,46.21
40.229701,29.009016,46.93
40.229701,29.009016,46.93
40.229583,29.009017,46.93
40.229465,29.009019,47.91
40.229343,29.009019,48.47
40.229225,29.009023,46.86
40.229225,29.009023,46.86
40.22911,29.009027,45.54
40.22911,29.009027,45.54
40.228885,29.009029,42.97
40.228706,29.009027,28.5
40.228645,29.009025,21.56
40.228645,29.009025,21.56
40.228599,29.009023,15.08
40.228599,29.009023,15.08
40.228572,29.009021,8.09
40.228553,29.009019,6.67
40.228553,29.009019,6.67
40.228538,29.009019,6.04
40.228515,29.009019,8.59
40.228488,29.009019,12.24
40.228488,29.009019,12.24
40.22845,29.009019,15.58
40.22845,29.009019,15.58
40.228408,29.009019,18.45
40.228408,29.009019,18.45
40.228359,29.009019,19.83
40.228359,29.009019,19.83
40.228305,29.009019,21.24
40.228248,29.009019,21.24
40.228195,29.009019,21.96
40.228195,29.009019,21.96
40.228141,29.009017,20.85
40.228092,29.009016,19.5
40.228092,29.009016,19.5
40.228042,29.009008,19.04
40.228042,29.009008,19.04
40.227993,29.009002,19.28
40.227993,29.009002,19.28
40.227951,29.008998,16.91
40.227951,29.008998,16.91
40.227909,29.009004,16.56
40.227909,29.009004,16.56
40.227874,29.009014,12.96
40.227874,29.009014,12.96
40.227848,29.009033,12.0
40.227848,29.009033,12.0
40.227825,29.009056,11.63
40.227825,29.009056,11.63
40.227813,29.009088,10.96
40.227813,29.009088,10.96
40.227802,29.009119,10.48
40.227802,29.009119,10.48
40.227802,29.009153,11.17
40.227802,29.009153,11.17
40.227813,29.009191,13.08
40.227813,29.009191,13.08
40.22784,29.009225,15.85
40.22784,29.009225,15.85
40.227874,29.009239,15.2
40.227874,29.009239,15.2
40.227928,29.009241,23.5
40.228073,29.009237,31.37
40.228073,29.009237,31.37
40.228248,29.009237,37.54
40.228347,29.009235,39.76
40.228347,29.009235,39.76
40.228454,29.009235,42.17
40.228454,29.009235,42.17
40.228565,29.009231,43.82
40.228565,29.009231,43.82
40.228683,29.009233,46.39
40.228683,29.009233,46.39
40.228805,29.009235,48.11
40.228805,29.009235,48.11
40.228927,29.009237,48.91
40.228927,29.009237,48.91
40.229053,29.009241,48.58
40.229171,29.009244,48.24
40.229171,29.009244,48.24
40.229293,29.009248,47.78
40.229293,29.009248,47.78
40.229415,29.009252,47.78
40.22953,29.009254,46.43
40.229648,29.009258,47.08
40.229766,29.00926,45.67
40.229766,29.00926,45.67
40.229877,29.009258,44.61
40.229988,29.009258,44.37
40.229988,29.009258,44.37
40.230102,29.009256,43.8
40.230209,29.009256,42.69
40.230209,29.009256,42.69
40.230312,29.009258,41.48
40.230411,29.00926,40.06
40.230411,29.00926,40.06
40.23051,29.009263,39.17
40.23051,29.009263,39.17
40.230602,29.009267,36.02
40.230602,29.009267,36.02
40.23069,29.009275,34.47
40.23069,29.009275,34.47
40.23077,29.009284,30.89
40.230842,29.009292,28.08
40.230842,29.009292,28.08
40.230911,29.009294,24.87
40.230911,29.009294,24.87
40.230964,29.009283,21.93
40.230964,29.009283,21.93
40.231014,29.00926,20.13
40.231014,29.00926,20.13
40.231056,29.009229,17.21
40.231056,29.009229,17.21
40.231082,29.009183,17.48
40.231082,29.009183,17.48
40.231094,29.009136,16.22
40.231094,29.009136,16.22
40.23109,29.009088,15.26
40.231075,29.009048,12.95
40.231075,29.009048,12.95
40.231052,29.009019,12.37
40.231052,29.009019,12.37
40.23101,29.009006,18.09
40.23101,29.009006,18.09
40.230957,29.009008,23.95
40.230892,29.009012,23.95
40.230815,29.00901,31.37
40.230815,29.00901,31.37
40.23072,29.00901,36.61
40.23072,29.00901,36.61
40.230621,29.009016,40.61
40.230514,29.009023,43.39
40.230514,29.009023,43.39
40.2304,29.009031,45.11
40.2304,29.009031,45.11
40.230289,29.009035,43.93
40.230289,29.009035,43.93
40.230178,29.009035,44.6
40.230178,29.009035,44.6
40.230068,29.009033,43.99
40.230068,29.009033,43.99
40.229957,29.009027,43.82
40.229957,29.009027,43.82
40.22985,29.009025,43.28
40.22985,29.009025,43.28
40.229743,29.009025,43.19
40.229743,29.009025,43.19
40.229637,29.009023,42.65
40.229637,29.009023,42.65
40.22953,29.009025,42.87
40.229419,29.009025,43.41
40.229419,29.009025,43.41
40.229312,29.009027,43.8
40.229312,29.009027,43.8
40.229202,29.009027,43.87
40.229202,29.009027,43.87
40.229091,29.009027,44.34
40.229091,29.009027,44.34
40.228981,29.009027,44.26
40.228782,29.009027,34.35
40.228706,29.009025,28.0
40.22866,29.009025,17.11
40.22866,29.009025,17.11
40.228633,29.009023,8.45
40.228633,29.009023,8.45
40.228622,29.009023,8.45
40.228618,29.009023,1.8
40.228607,29.009023,3.93
40.228607,29.009023,3.93
40.228591,29.009023,6.52
40.228591,29.009023,6.52
40.228565,29.009023,11.07
40.228565,29.009023,11.07
40.22853,29.009023,14.87
40.22853,29.009023,14.87
40.228485,29.009021,18.63
40.228485,29.009021,18.63
40.228435,29.009021,22.06
40.228374,29.009021,24.58
40.228374,29.009021,24.58
40.228313,29.009021,25.65
40.228248,29.009019,24.91
40.228248,29.009019,24.91
40.228191,29.009019,23.89
40.228191,29.009019,23.89
40.228134,29.009017,21.13
40.228134,29.009017,21.13
40.228084,29.009017,20.45
40.228084,29.009017,20.45
40.228031,29.009016,19.71
40.228031,29.009016,19.71
40.227989,29.009017,17.08
40.227989,29.009017,17.08
40.227947,29.009021,16.71
40.227947,29.009021,16.71
40.227905,29.009029,16.93
40.227905,29.009029,16.93
40.227878,29.00905,13.17
40.227878,29.00905,13.17
40.227851,29.009075,12.48
40.227851,29.009075,12.48
40.227836,29.009103,10.69
40.227836,29.009103,10.69
40.227832,29.009134,9.24
40.227832,29.009134,9.24
40.227836,29.009164,9.32
40.227836,29.009164,9.32
40.227848,29.009195,10.83
40.227848,29.009195,10.83
40.227867,29.009225,12.11
40.227867,29.009225,12.11
40.227909,29.009241,17.09
40.227909,29.009241,17.09
40.228019,29.009235,25.59
40.228168,29.009231,32.19
40.228168,29.009231,32.19
40.228256,29.009233,35.3
40.228256,29.009233,35.3
40.228351,29.009237,38.06
40.228351,29.009237,38.06
40.228557,29.009241,42.32
40.228557,29.009241,42.32
40.228668,29.009241,43.76
40.228778,29.009241,44.65
40.228778,29.009241,44.65
40.228889,29.009241,44.91
40.228889,29.009241,44.91
40.229003,29.009243,45.65
40.229003,29.009243,45.65
40.229122,29.009243,46.32
40.229122,29.009243,46.32
40.229351,29.009243,46.45
40.229351,29.009243,46.45
40.229469,29.009243,46.54
40.229469,29.009243,46.54
40.229583,29.009244,46.86
40.229701,29.009246,47.02
40.229701,29.009246,47.02
40.22982,29.009248,47.02
40.229938,29.00925,47.19
40.230056,29.009252,47.43
40.230056,29.009252,47.43
40.230171,29.009252,45.36
40.230278,29.009252,45.36
40.230381,29.009254,40.73
40.230381,29.009254,40.73
40.23048,29.009254,38.43
40.23048,29.009254,38.43
40.230571,29.009256,36.48
40.230571,29.009256,36.48
40.230659,29.00926,33.78
40.230659,29.00926,33.78
40.230739,29.009265,31.3
40.230739,29.009265,31.3
40.230812,29.009275,28.21
40.230812,29.009275,28.21
40.230876,29.009281,25.0
40.230876,29.009281,25.0
40.230934,29.009281,22.32
40.230934,29.009281,22.32
40.230987,29.009267,21.0
40.230987,29.009267,21.0
40.231025,29.009235,18.52
40.231025,29.009235,18.52
40.23106,29.009195,17.28
40.23106,29.009195,17.28
40.231079,29.009141,18.04
40.231079,29.009141,18.04
40.231082,29.009088,16.83
40.231067,29.009046,13.82
40.231067,29.009046,13.82
40.23104,29.00901,16.5
40.23104,29.00901,16.5
40.230998,29.008985,19.89
40.230998,29.008985,19.89
40.230949,29.008972,21.96
40.230888,29.008975,26.47
40.230815,29.008981,30.0
40.230735,29.008985,32.21
40.230735,29.008985,32.21
40.230651,29.008993,34.0
40.23056,29.008998,37.17
40.23056,29.008998,37.17
40.230461,29.009004,40.3
40.230461,29.009004,40.3
40.230346,29.009004,45.37
40.230346,29.009004,45.37
40.230232,29.009004,45.45
40.230232,29.009004,45.45
40.23011,29.009004,47.52
40.229995,29.009004,45.02
40.229995,29.009004,45.02
40.229877,29.009008,47.0
40.229877,29.009008,47.0
40.229763,29.009006,46.61
40.229763,29.009006,46.61
40.229637,29.009006,50.36
40.229637,29.009006,50.36
40.229515,29.00901,47.76
40.229515,29.00901,47.76
40.229396,29.009012,47.26
40.229396,29.009012,47.26
40.229278,29.00901,47.26
40.229156,29.00901,47.28
40.229156,29.00901,47.28
40.229038,29.009006,47.56
40.229038,29.009006,47.56
40.228919,29.009006,45.91
40.228809,29.009004,41.52
40.228721,29.009,33.22
40.228721,29.009,33.22
40.228652,29.009,25.17
40.228652,29.009,25.17
40.228607,29.008998,16.95
40.228607,29.008998,16.95
40.228576,29.008998,9.95
40.228576,29.008998,9.95
40.228561,29.008993,4.13
40.228561,29.008993,4.13
40.228553,29.008995,2.7
40.228553,29.008995,2.7
40.228542,29.008993,5.61
40.228542,29.008993,5.61
40.228519,29.008993,10.35
40.228519,29.008993,10.35
40.228485,29.008991,14.2
40.228485,29.008991,14.2
40.228443,29.008991,18.48
40.228443,29.008991,18.48
40.228389,29.008991,22.71
40.228389,29.008991,22.71
40.22826,29.008993,26.54
40.228195,29.008995,25.78
40.228065,29.008993,25.26
40.228065,29.008993,25.26
40.228012,29.008995,23.45
40.228012,29.008995,23.45
40.227962,29.008989,19.52
40.227962,29.008989,19.52
40.22792,29.008981,17.32
40.22792,29.008981,17.32
40.227882,29.008981,16.13
40.227882,29.008981,16.13
40.227844,29.008993,16.32
40.227844,29.008993,16.32
40.227809,29.009008,14.26
40.227809,29.009008,14.26
40.227787,29.009038,12.59
40.227787,29.009038,12.59
40.227775,29.009075,12.09
40.227775,29.009075,12.09
40.227779,29.009111,10.85
40.227779,29.009111,10.85
40.22779,29.009151,14.91
40.22779,29.009151,14.91
40.227817,29.009183,13.74
40.227817,29.009183,13.74
40.227855,29.00921,17.09
40.227905,29.009223,21.48
40.227905,29.009223,21.48
40.227966,29.009223,25.0
40.228031,29.009223,27.56
40.228107,29.009223,31.3
40.228107,29.009223,31.3
40.228191,29.009223,34.52
40.228191,29.009223,34.52
40.228279,29.009223,37.65
40.228382,29.009223,40.76
40.228382,29.009223,40.76
40.228488,29.009225,43.13
40.228488,29.009225,43.13
40.228603,29.009225,44.74
40.228603,29.009225,44.74
40.228717,29.009225,45.71
40.228717,29.009225,45.71
40.228839,29.009225,47.87
40.228961,29.009225,48.21
40.228961,29.009225,48.21
40.229084,29.009225,48.74
40.229084,29.009225,48.74
40.229206,29.009225,49.5
40.229331,29.009227,49.21
40.229454,29.009229,48.41
40.229579,29.009235,48.73
40.229579,29.009235,48.73
40.229701,29.009237,47.23
40.229701,29.009237,47.23
40.22982,29.009239,44.97
40.22982,29.009239,44.97
40.229934,29.009244,45.04
40.229934,29.009244,45.04
40.230049,29.009246,43.87
40.230159,29.00925,43.24
40.230266,29.009252,42.52
40.230266,29.009252,42.52
40.230373,29.009256,40.86
40.230373,29.009256,40.86
40.230472,29.009258,39.71
40.230472,29.009258,39.71
40.230571,29.009265,37.41
40.230655,29.009271,33.1
40.230655,29.009271,33.1
40.230731,29.009275,30.67
40.230731,29.009275,30.67
40.2308,29.009284,27.67
40.2308,29.009284,27.67
40.230861,29.009296,22.34
40.230861,29.009296,22.34
40.230918,29.009302,24.15
40.230918,29.009302,24.15
40.230968,29.009298,18.72
40.230968,29.009298,18.72
40.231014,29.009284,18.33
40.231014,29.009284,18.33
40.231044,29.00925,16.28
40.231044,29.00925,16.28
40.231067,29.00921,14.82
40.231067,29.00921,14.82
40.231079,29.009172,11.83
40.231079,29.009172,11.83
40.231075,29.009132,13.67
40.231075,29.009132,13.67
40.231056,29.00909,14.61
40.231056,29.00909,14.61
40.231029,29.009057,15.48
40.231029,29.009057,15.48
40.230987,29.009033,17.95
40.230987,29.009033,17.95
40.230937,29.009023,19.32
40.230937,29.009023,19.32
40.230884,29.009021,22.02
40.230884,29.009021,22.02
40.230827,29.009019,23.84
40.230827,29.009019,23.84
40.230678,29.009017,30.13
40.23059,29.009021,35.84
40.23059,29.009021,35.84
40.230396,29.009029,40.97
40.230289,29.009029,44.02
40.230289,29.009029,44.02
40.230178,29.009027,45.1
40.230178,29.009027,45.1
40.230064,29.009029,45.41
40.229949,29.009031,46.15
40.229831,29.009031,47.28
40.229831,29.009031,47.28
40.229713,29.009033,47.87
40.229587,29.009031,49.1
40.229587,29.009031,49.1
40.229461,29.009029,48.47
40.229461,29.009029,48.47
40.229339,29.009033,49.12
40.229221,29.009042,47.95
40.229103,29.009044,45.28
40.229103,29.009044,45.28
40.228988,29.00904,45.26
40.228988,29.00904,45.26
40.228878,29.00904,42.97
40.228878,29.00904,42.97
40.228786,29.00904,34.95
40.228786,29.00904,34.95
40.22871,29.009044,34.95
40.228656,29.009044,19.95
40.228622,29.009046,10.78
40.228622,29.009046,10.78
40.228603,29.009046,4.33
40.228603,29.009046,4.33
40.228595,29.009044,2.57
40.228595,29.009044,2.57
40.228588,29.009046,2.35
40.228588,29.009046,2.35
40.228576,29.009046,4.63
40.228576,29.009046,4.63
40.228557,29.009042,8.11
40.228557,29.009042,8.11
40.22853,29.009044,11.07
40.228496,29.009044,13.59
40.228496,29.009044,13.59
40.22845,29.009046,18.61
40.22845,29.009046,18.61
40.228401,29.009046,20.74
40.228343,29.009042,22.17
40.228343,29.009042,22.17
40.228282,29.00904,23.84
40.228282,29.00904,23.84
40.228225,29.009038,23.28
40.228225,29.009038,23.28
40.228168,29.009033,22.56
40.228111,29.009029,22.28
40.228111,29.009029,22.28
40.228057,29.009027,21.39
40.228057,29.009027,21.39
40.228008,29.009021,20.35
40.228008,29.009021,20.35
40.227958,29.009012,19.04
40.227958,29.009012,19.04
40.227912,29.009004,17.19
40.227912,29.009004,17.19
40.22787,29.009004,16.0
40.22787,29.009004,16.0
40.227828,29.00901,16.83
40.227828,29.00901,16.83
40.227798,29.009033,14.74
40.227798,29.009033,14.74
40.227771,29.009061,12.45
40.227771,29.009061,12.45
40.227756,29.009096,11.17
40.227756,29.009096,11.17
40.227752,29.00913,10.74
40.227752,29.00913,10.74
40.227756,29.00917,13.08
40.227756,29.00917,13.08
40.227775,29.00921,15.37
40.227775,29.00921,15.37
40.227806,29.009237,14.98
40.227806,29.009237,14.98
40.227851,29.009256,19.59
40.227851,29.009256,19.59
40.227901,29.009262,21.34
40.227962,29.009258,25.45
40.228038,29.009256,30.61
40.228118,29.009254,33.93
40.228118,29.009254,33.93
40.228221,29.009256,40.41
40.228221,29.009256,40.41
40.228324,29.009254,43.11
40.228324,29.009254,43.11
40.228427,29.009258,41.11
40.228427,29.009258,41.11
40.228546,29.009256,47.17
40.228546,29.009256,47.17
40.228668,29.009256,48.95
40.228668,29.009256,48.95
40.228794,29.009256,50.45
40.228794,29.009256,50.45
40.228919,29.009254,50.12
40.228919,29.009254,50.12
40.229045,29.009254,49.34
40.229167,29.009254,48.5
40.22929,29.009254,47.65
40.22929,29.009254,47.65
40.229408,29.009254,47.0
40.229526,29.009256,46.19
40.22964,29.009258,45.52
40.229755,29.00926,44.93
40.229755,29.00926,44.93
40.229866,29.00926,43.71
40.229866,29.00926,43.71
40.229976,29.009262,43.37
40.229976,29.009262,43.37
40.230087,29.009267,45.11
40.230197,29.009269,42.78
40.230304,29.009269,42.24
40.230407,29.009271,41.3
40.230407,29.009271,41.3
40.23051,29.009273,39.84
40.23051,29.009273,39.84
40.230606,29.009275,37.98
40.230606,29.009275,37.98
40.230693,29.009277,33.8
40.230693,29.009277,33.8
40.230777,29.009283,33.45
40.230777,29.009283,33.45
40.230854,29.009286,29.76
40.230854,29.009286,29.76
40.230922,29.00929,25.37
40.230922,29.00929,25.37
40.230979,29.009284,22.46
40.230979,29.009284,22.46
40.231029,29.009267,20.15
40.231029,29.009267,20.15
40.231071,29.009239,17.26
40.231071,29.009239,17.26
40.231098,29.009202,14.76
40.231098,29.009202,14.76
40.231113,29.009159,14.85
40.231113,29.009159,14.85
40.231117,29.009111,14.7
40.231117,29.009111,14.7
40.231117,29.009078,7.96
40.231117,29.009078,7.96
40.231101,29.009052,11.07
40.231101,29.009052,11.07
40.231075,29.009031,12.87
40.231075,29.009031,12.87
40.231025,29.009019,21.5
40.230964,29.009017,25.24
40.230892,29.009019,28.84
40.230815,29.009017,31.85
40.230731,29.009019,34.61
40.230731,29.009019,34.61
40.230636,29.009019,38.21
40.230636,29.009019,38.21
40.230537,29.009023,39.95
40.230537,29.009023,39.95
40.230434,29.009027,42.17
40.230434,29.009027,42.17
40.230331,29.009033,41.69
40.230216,29.009033,45.37
40.230216,29.009033,45.37
40.230098,29.009031,45.82
40.230098,29.009031,45.82
40.22998,29.009029,45.82
40.229866,29.009029,46.26
40.229751,29.009031,46.93
40.229751,29.009031,46.93
40.229633,29.009029,47.67
40.229633,29.009029,47.67
40.229515,29.009031,47.36
40.229515,29.009031,47.36
40.229396,29.009029,47.23
40.229278,29.009027,48.15
40.229278,29.009027,48.15
40.229156,29.009025,47.86
40.229042,29.009027,47.26
40.229042,29.009027,47.26
40.228923,29.009031,47.63
40.22882,29.009025,37.85
40.228729,29.009023,36.02
40.22866,29.009025,26.52
40.22866,29.009025,26.52
40.22861,29.009023,16.91
40.228576,29.009019,12.04
40.228576,29.009019,12.04
40.228561,29.009019,5.59
40.228561,29.009019,5.59
40.228549,29.009019,5.15
40.228549,29.009019,5.15
40.228538,29.009021,4.44
40.228538,29.009021,4.44
40.228519,29.009019,8.06
40.228519,29.009019,8.06
40.228492,29.009017,12.19
40.228492,29.009017,12.19
40.228458,29.009019,13.41
40.228458,29.009019,13.41
40.228416,29.009021,17.28
40.228416,29.009021,17.28
40.228366,29.009023,20.35
40.228313,29.009023,23.15
40.228195,29.009025,23.63
40.228195,29.009025,23.63
40.228137,29.009025,22.78
40.228137,29.009025,22.78
40.22808,29.009023,22.84
40.228031,29.009017,21.09
40.228031,29.009017,21.09
40.227981,29.009014,19.63
40.227981,29.009014,19.63
40.227935,29.00901,15.48
40.227935,29.00901,15.48
40.227897,29.009021,17.65
40.227897,29.009021,17.65
40.227867,29.009038,11.72
40.227867,29.009038,11.72
40.22784,29.009063,14.11
40.22784,29.009063,14.11
40.227817,29.009092,12.2
40.227817,29.009092,12.2
40.227806,29.009126,11.04
40.227806,29.009126,11.04
40.227802,29.00916,10.93
40.227802,29.00916,10.93
40.227806,29.009195,11.8
40.227806,29.009195,11.8
40.227821,29.009229,12.02
40.227821,29.009229,12.02
40.22784,29.009256,13.65
40.22784,29.009256,13.65
40.227878,29.009271,16.67
40.227916,29.009277,15.98
40.227916,29.009277,15.98
40.227958,29.009277,18.48
40.227958,29.009277,18.48
40.228004,29.009273,19.52
40.228004,29.009273,19.52
40.228054,29.009273,20.21
40.228054,29.009273,20.21
40.228103,29.009273,20.52
40.228103,29.009273,20.52
40.228157,29.009275,19.32
40.228157,29.009275,19.32
40.228202,29.009273,17.26
40.228202,29.009273,17.26
40.22824,29.009275,15.52
40.22824,29.009275,15.52
40.228275,29.009275,12.04
40.228275,29.009275,12.04
40.228302,29.009275,10.09
40.228302,29.009275,10.09
40.228321,29.009275,7.89
40.228321,29.009275,7.89
40.22834,29.009277,5.2
40.22834,29.009277,5.2
40.228347,29.009277,2.76
40.228347,29.009277,2.76
40.228351,29.009279,1.28
40.228351,29.009279,1.28
40.228355,29.009281,0.65
40.228355,29.009281,0.65
40.228355,29.009281,0.13
40.228355,29.009281,0.13
40.228355,29.009283,0.09
40.228355,29.009283,0.09
40.228355,29.009283,0.02
40.228355,29.009283,0.02
40.228351,29.009281,0.43
40.228351,29.009281,0.43
40.228351,29.009281,0.15
40.228351,29.009281,0.15
40.228351,29.009281,0.09
40.228351,29.009281,0.09
40.228355,29.009281,0.39
40.228355,29.009281,0.39
40.228355,29.009281,0.46
40.228355,29.009281,0.46
40.228351,29.009284,0.28
40.228351,29.009284,0.28
40.228355,29.009286,0.35
40.228355,29.009286,0.35
40.228355,29.009283,0.43
40.228355,29.009283,0.43
40.228355,29.009283,0.26
40.228355,29.009283,0.26
40.228355,29.009283,0.13
40.228355,29.009283,0.13
40.228363,29.009302,0.09
40.228363,29.009302,0.09
40.228359,29.009304,0.67
40.228359,29.009304,0.67
40.228359,29.009302,0.61
40.228359,29.009302,0.61
40.228359,29.009304,0.3
40.228359,29.009304,0.3
40.228363,29.009307,2.44
40.228363,29.009307,2.44
40.22837,29.009307,3.87
40.22837,29.009307,3.87
40.228385,29.009309,6.65
40.228385,29.009309,6.65
40.228408,29.009311,10.17
40.228408,29.009311,10.17
40.228439,29.009311,13.35
40.228439,29.009311,13.35
40.228481,29.009311,16.39
40.228481,29.009311,16.39
40.228527,29.009311,19.78
40.228527,29.009311,19.78
40.22858,29.009311,23.11
40.22858,29.009311,23.11
40.228645,29.009309,26.47
40.228717,29.009309,29.95
40.228794,29.009309,31.69
40.228794,29.009309,31.69
40.228874,29.009307,32.02
40.228874,29.009307,32.02
40.22895,29.009309,32.17
40.229034,29.009309,33.97
40.229034,29.009309,33.97
40.229125,29.009309,36.47
40.229125,29.009309,36.47
40.229225,29.009311,41.06
40.229331,29.009311,43.13
40.229331,29.009311,43.13
40.229442,29.009311,46.39
40.229442,29.009311,46.39
40.22956,29.009313,48.11
40.22956,29.009313,48.11
40.229682,29.009311,48.3
40.229682,29.009311,48.3
40.229801,29.009309,47.36
40.229919,29.009307,46.8
40.229919,29.009307,46.8
40.230037,29.009305,47.82
40.230037,29.009305,47.82
40.230155,29.009309,46.78
40.230155,29.009309,46.78
40.230266,29.009309,43.84
40.230373,29.009307,41.69
40.230373,29.009307,41.69
40.23048,29.009307,41.73
40.230583,29.009311,42.13
40.230583,29.009311,42.13
40.230682,29.009307,38.98
40.230789,29.009305,42.63
40.230789,29.009305,42.63
40.230888,29.009298,38.84
40.230888,29.009298,38.84
40.230979,29.009296,36.84
40.230979,29.009296,36.84
40.231071,29.009296,37.35
40.231071,29.009296,37.35
40.231163,29.009294,36.37
40.231163,29.009294,36.37
40.231254,29.009294,36.45
40.231254,29.009294,36.45
40.231346,29.009292,36.08
40.231346,29.009292,36.08
40.231433,29.009292,34.82
40.231517,29.009292,33.54
40.231517,29.009292,33.54
40.231597,29.009292,32.19
40.231678,29.00929,31.85
40.231678,29.00929,31.85
40.231754,29.009292,31.13
40.231754,29.009292,31.13
40.23183,29.009292,30.26
40.23183,29.009292,30.26
40.231906,29.009294,31.58
40.231906,29.009294,31.58
40.231979,29.009286,28.37
40.231979,29.009286,28.37
40.232048,29.009281,28.11
40.232048,29.009281,28.11
40.232116,29.009281,27.32
40.232116,29.009281,27.32
40.232185,29.009283,27.5
40.232185,29.009283,27.5
40.23225,29.009283,25.46
40.23225,29.009283,25.46
40.232311,29.009284,24.13
40.232311,29.009284,24.13
40.232368,29.009288,21.56
40.232368,29.009288,21.56
40.232418,29.009292,18.33
40.232418,29.009292,18.33
40.232456,29.009296,15.24
40.232456,29.009296,15.24
40.232494,29.009292,14.95
40.232494,29.009292,14.95
40.232528,29.009286,13.85
40.232528,29.009286,13.85
40.232559,29.009269,13.08
40.232559,29.009269,13.08
40.232585,29.009244,11.19
40.232585,29.009244,11.19
40.232601,29.009216,9.7
40.232601,29.009216,9.7
40.232604,29.009183,10.67
40.232604,29.009183,10.67
40.232601,29.009149,10.54
40.232601,29.009149,10.54
40.232589,29.009113,12.26
40.232589,29.009113,12.26
40.232566,29.00908,13.28
40.232566,29.00908,13.28
40.23254,29.009059,13.11
40.23254,29.009059,13.11
40.232501,29.009048,16.82
40.232501,29.009048,16.82
40.232448,29.009037,22.34
40.232391,29.009031,22.76
40.232391,29.009031,22.76
40.232341,29.009031,20.74
40.232341,29.009031,20.74
40.232276,29.009027,26.19
40.232135,29.009029,26.19
40.232055,29.009027,33.35
40.232055,29.009027,33.35
40.231971,29.009025,34.5
40.231971,29.009025,34.5
40.23188,29.009031,36.26
40.23188,29.009031,36.26
40.231781,29.009023,39.58
40.231781,29.009023,39.58
40.231681,29.009019,40.56
40.231681,29.009019,40.56
40.231578,29.009016,41.95
40.231468,29.009012,43.56
40.231468,29.009012,43.56
40.231361,29.00901,44.41
40.231361,29.00901,44.41
